# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
node1;1;2021-04-27 00:04:09 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:09 UTC;lo;11.00;11.00;17.42;17.42;0.00;0.00;0.00
node1;1;2021-04-27 00:04:09 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:10 UTC;eth0;16.00;9.00;3.68;1.61;0.00;0.00;0.00
node1;1;2021-04-27 00:04:10 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:10 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:10 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:10 UTC;lo;4.00;4.00;4.12;4.12;0.00;0.00;0.00
node1;1;2021-04-27 00:04:10 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:11 UTC;eth0;61.00;28.00;54.79;19.13;0.00;0.00;0.00
node1;1;2021-04-27 00:04:11 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:11 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:11 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:11 UTC;lo;8.00;8.00;18.35;18.35;0.00;0.00;0.00
node1;1;2021-04-27 00:04:11 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:12 UTC;eth0;7.00;1.00;2.45;0.07;0.00;0.00;0.00
node1;1;2021-04-27 00:04:12 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:12 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:12 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:12 UTC;lo;6.00;6.00;0.48;0.48;0.00;0.00;0.00
node1;1;2021-04-27 00:04:12 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:13 UTC;eth0;57.00;29.00;55.76;19.19;0.00;0.00;0.00
node1;1;2021-04-27 00:04:13 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:13 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:13 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:13 UTC;lo;15.00;15.00;18.76;18.76;0.00;0.00;0.00
node1;1;2021-04-27 00:04:13 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:14 UTC;eth0;51.00;18.00;55.25;4.45;0.00;0.00;0.00
node1;1;2021-04-27 00:04:14 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
node1;1;2021-04-27 00:04:14 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:41 UTC;eth0;34.00;51.00;20.12;51.66;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:41 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:14 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:14 UTC;lo;4.00;4.00;0.64;0.64;0.00;0.00;0.00
node1;1;2021-04-27 00:04:14 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:41 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:41 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:15 UTC;eth0;40.00;38.00;15.01;23.09;0.00;0.00;0.00
node1;1;2021-04-27 00:04:15 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:15 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:41 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:15 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:15 UTC;lo;10.00;10.00;20.33;20.33;0.00;0.00;0.00
node1;1;2021-04-27 00:04:15 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:42 UTC;eth0;80.00;66.00;21.46;17.82;0.00;0.00;0.00
node1;1;2021-04-27 00:04:16 UTC;eth0;35.00;3.00;43.46;0.21;0.00;0.00;0.00
node1;1;2021-04-27 00:04:16 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:16 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:16 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:16 UTC;lo;2.00;2.00;2.10;2.10;0.00;0.00;0.00
node1;1;2021-04-27 00:04:16 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:17 UTC;eth0;26.00;27.00;13.23;19.02;0.00;0.00;0.00
node1;1;2021-04-27 00:04:17 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:17 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:17 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:42 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:42 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:17 UTC;lo;9.00;9.00;17.07;17.07;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:42 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:17 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:18 UTC;eth0;8.00;3.00;1.02;1.08;0.00;0.00;0.00
node1;1;2021-04-27 00:04:18 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:18 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:42 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:43 UTC;eth0;33790.00;16321.00;49490.86;22669.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:43 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:43 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:43 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 00:03:43 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
